id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1607834085132767232,1607834085132767232,2022-12-28 03:21:32 SE Asia Standard Time,2022-12-28,03:21:32,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] guys mau tanya kalo judul skripsi kuanti misal: students perception terhadap penggunaan google clasroom dalam pembelajaran bla bla bla. ini menentukan variabel gimana ya guys? mohon pencerahannya? 🥲🙏,in,[],[],[],1,0,1,[],[],https://twitter.com/collegemenfess/status/1607834085132767232,False,,0,,,,,,,,[],,,,
1607831306129530881,1607831304992874499,2022-12-28 03:10:30 SE Asia Standard Time,2022-12-28,03:10:30,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,nunggu pas dikabarin aja baru diberitahu?,in,[],[],[],0,0,1,[],[],https://twitter.com/collegemenfess/status/1607831306129530881,False,,0,,,,,,,,[],,,,
1607831304992874499,1607831304992874499,2022-12-28 03:10:29 SE Asia Standard Time,2022-12-28,03:10:29,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] halo teman, mau nanya nih kan sekarang laprak aku lagi diperiksa sama asdos (dan juga temen seangkatan). sebelumnya aku minta dikabarin kalau udah selesai diperiksa. nah besok aku mau pulkam selama seminggu. baiknya aku kabarin temenku ini sebelum berangkat atau (cont)",in,[],[],[],2,0,2,[],[],https://twitter.com/collegemenfess/status/1607831304992874499,False,,0,,,,,,,,[],,,,
1607830900141887488,1607830900141887488,2022-12-28 03:08:53 SE Asia Standard Time,2022-12-28,03:08:53,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] pas masi masuk gue begadang demi tugas, trs liburan gini gue malah difase begadang mulu tapi gatau mau ngapain.",in,[],[],[],1,0,3,[],[],https://twitter.com/collegemenfess/status/1607830900141887488,False,,0,,,,,,,,[],,,,
1607827018464522240,1607827018464522240,2022-12-28 02:53:27 SE Asia Standard Time,2022-12-28,02:53:27,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] menurut gw the real beban ortu tuh mahasiswa yg masih dibiayain ortu tapi kuliahnya males²an, ga ngerjain tugas lah, ga ikut ujian lah, foya² teros idupnya mana ga kerja 🤑  kata gw mending lu berhenti kuliah aja gih, kasian ortu lu anjir.",in,[],[],[],47,23,307,[],[],https://twitter.com/collegemenfess/status/1607827018464522240,False,,0,,,,,,,,[],,,,
1607825729554911232,1607825729554911232,2022-12-28 02:48:20 SE Asia Standard Time,2022-12-28,02:48:20,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,Adakah yang lagi nugas jam segini? [cm]  https://t.co/0e4atOLbpq,in,[],[],['https://pbs.twimg.com/media/FlAk-tdaAAAatpD.jpg'],5,0,1,[],[],https://twitter.com/collegemenfess/status/1607825729554911232,False,,1,https://pbs.twimg.com/media/FlAk-tdaAAAatpD.jpg,,,,,,,[],,,,
1607825580384489472,1607825580384489472,2022-12-28 02:47:44 SE Asia Standard Time,2022-12-28,02:47:44,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] guys ada yang masih bangun? Ada yang tau gak ya cara cepat menemukan kekurangan jurnal? Selain dibaca ya, soalnya sender udah baca jurnal tsb tapi masih belum menemukan kekurangannya😔sebelumnya terimakasih sudah membantu🙏🏼",in,[],[],[],0,0,6,[],[],https://twitter.com/collegemenfess/status/1607825580384489472,False,,0,,,,,,,,[],,,,
1607823065769201664,1607823065769201664,2022-12-28 02:37:45 SE Asia Standard Time,2022-12-28,02:37:45,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] kalo nyetor revisian bab skripsi pas liburan semester nggakpapa kan ya? Biar cepet selesai, udah muak nih",in,[],[],[],4,1,1,[],[],https://twitter.com/collegemenfess/status/1607823065769201664,False,,0,,,,,,,,[],,,,
1607818977413328897,1607818977413328897,2022-12-28 02:21:30 SE Asia Standard Time,2022-12-28,02:21:30,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] kalian kalau cari klasifikasi hewan dan tumbuhan untuk skripsi kalian dimana?,in,[],[],[],0,0,1,[],[],https://twitter.com/collegemenfess/status/1607818977413328897,False,,0,,,,,,,,[],,,,
1607817353030701056,1607817353030701056,2022-12-28 02:15:03 SE Asia Standard Time,2022-12-28,02:15:03,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] belom tidur dari pagi cape banget ya allah ini masih nugas dari pagi belom kelar, baru kelar 1, nambah yang lain. Ya allah badan udah demam gaenak banget... besok ada kelas jam 8 pagi lagi 😭",in,[],[],[],4,0,2,[],[],https://twitter.com/collegemenfess/status/1607817353030701056,False,,0,,,,,,,,[],,,,
1607815408752668672,1607815408752668672,2022-12-28 02:07:19 SE Asia Standard Time,2022-12-28,02:07:19,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"guys gimana sih cara kendaliin diri biar fokuss skripsi, ga lalai, sender udah lama ngebiarin skripsi, nangis bgt [cm]",in,[],[],[],15,7,31,[],[],https://twitter.com/collegemenfess/status/1607815408752668672,False,,0,,,,,,,,[],,,,
1607810018476457986,1607810018476457986,2022-12-28 01:45:54 SE Asia Standard Time,2022-12-28,01:45:54,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] jujur menurut gua orang yg ghosting di organisasi tu bener² orang gatau diri, gua sebagai kepala departemen udah baik dan merangkul tapi ni staf gatau diri seneng ngilang ae, dichat urusan penting 2 hari kaga dibales, mau lu apa dah.",in,[],[],[],1,1,6,[],[],https://twitter.com/collegemenfess/status/1607810018476457986,False,,0,,,,,,,,[],,,,
1607808122017689600,1607808122017689600,2022-12-28 01:38:22 SE Asia Standard Time,2022-12-28,01:38:22,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] gaiss adakah disini yg liburan nya mau nonton DIM? Komen yaa,in,[],[],[],0,0,1,[],[],https://twitter.com/collegemenfess/status/1607808122017689600,False,,0,,,,,,,,[],,,,
1607806343553126400,1607806343553126400,2022-12-28 01:31:18 SE Asia Standard Time,2022-12-28,01:31:18,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] kalau ada lowongan magang, tapi salah satu requirementsnya itu adalah final year students atau minimal semester 7, tapi akunya masih semester 5 otw ke 6 itu mending tetep apply atau engga yah??? aku beneran tanyaa, no salty yaah hehe makasiih🙏",in,[],[],[],2,0,2,[],[],https://twitter.com/collegemenfess/status/1607806343553126400,False,,0,,,,,,,,[],,,,
1607804771385380867,1607804771385380867,2022-12-28 01:25:03 SE Asia Standard Time,2022-12-28,01:25:03,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,Ini IISMA rame kenapa gaes? Dah baca kok ga ngeh hehe. [Cm],in,[],[],[],1,1,39,[],[],https://twitter.com/collegemenfess/status/1607804771385380867,False,,0,,,,,,,,[],,,,
1607803455611240448,1607803455611240448,2022-12-28 01:19:50 SE Asia Standard Time,2022-12-28,01:19:50,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[Cm] dalam penulisan skripsi, kata HP itu dimiringkan atau enggak yaa?",in,[],[],[],3,0,2,[],[],https://twitter.com/collegemenfess/status/1607803455611240448,False,,0,,,,,,,,[],,,,
